label,path,width,height
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_220.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_221.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_222.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_223.jpg,722,690
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_224.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_225.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_226.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_227.jpg,174,230
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_228.jpg,219,234
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_229.jpg,441,427
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_23.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_230.jpg,367,395
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_231.jpg,645,439
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_232.jpg,338,345
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_233.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_234.jpg,314,358
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_235.jpg,455,500
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_236.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_237.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_238.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_239.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_24.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_240.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_241.jpg,206,249
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_242.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_243.jpg,200,252
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_244.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_245.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_246.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_247.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_248.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_249.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_25.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_250.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_251.jpg,205,251
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_252.jpg,213,237
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_253.jpg,291,340
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_254.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_255.jpg,234,216
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_256.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_257.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_258.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_259.jpg,217,232
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_26.jpg,507,605
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_260.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_261.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_262.jpg,591,650
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_263.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_264.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_265.jpg,225,225
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_266.jpg,211,239
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_267.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_268.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_269.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_27.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_270.jpg,210,240
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_271.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_272.jpg,534,674
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_273.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_274.jpg,201,251
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_275.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_276.jpg,416,395
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_277.jpg,472,546
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_278.jpg,530,526
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_279.jpg,300,258
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_28.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_280.jpg,442,442
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_281.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_282.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_283.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_284.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_285.jpg,1149,1019
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_286.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_287.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_288.jpg,239,248
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_289.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_29.jpg,313,393
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_290.jpg,213,236
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_291.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_292.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_293.jpg,224,219
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_294.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_295.jpg,228,221
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_296.jpg,315,315
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_297.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_3.jpg,232,261
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_30.jpg,369,395
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_31.jpg,225,225
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_32.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_33.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_34.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_35.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_36.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_37.jpg,630,423
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_38.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_39.jpg,286,356
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_4.jpg,201,207
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_40.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_41.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_42.jpg,214,235
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_43.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_44.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_45.jpg,210,240
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_46.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_47.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_48.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_49.jpg,343,367
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_5.jpg,257,248
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_50.jpg,225,225
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_51.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_52.jpg,351,398
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_53.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_54.jpg,312,401
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_55.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_56.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_57.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_58.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_59.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_6.jpg,440,278
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_60.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_61.jpg,554,554
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_62.jpg,206,245
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_63.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_64.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_65.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_66.jpg,278,306
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_67.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_68.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_69.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_7.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_70.jpg,228,221
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_71.jpg,273,326
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_72.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_73.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_74.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_75.jpg,315,341
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_76.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_77.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_78.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_79.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_8.jpg,214,216
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_80.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_81.jpg,221,228
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_82.jpg,225,225
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_83.jpg,369,398
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_84.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_85.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_86.jpg,256,256
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_87.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_88.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_89.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_9.jpg,330,355
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_90.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_91.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_92.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_93.jpg,491,624
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_94.jpg,215,234
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_95.jpg,208,243
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_96.jpg,554,554
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_97.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_98.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Te-me_99.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_1.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_10.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_100.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_11.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_12.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_13.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_14.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_15.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_16.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_17.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_18.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_19.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_2.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_20.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_21.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_22.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_23.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_24.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_25.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_26.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_27.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_28.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_29.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_3.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_30.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_31.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_32.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_33.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_34.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_35.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_36.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_37.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_38.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_39.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_4.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_40.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_41.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_42.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_43.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_44.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_45.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_46.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_47.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_48.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_49.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_5.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_50.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_51.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_52.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_53.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_54.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_55.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_56.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_57.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_58.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_59.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_6.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_60.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_61.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_62.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_63.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_64.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_65.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_66.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_67.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_68.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_69.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_7.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_70.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_71.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_72.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_73.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_74.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_75.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_76.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_77.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_78.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_79.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_8.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_80.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_81.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_82.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_83.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_84.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_85.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_86.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_87.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_88.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_89.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_9.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_90.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_91.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_92.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_93.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_94.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_95.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_96.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_97.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_98.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-aug-me_99.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_10.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_100.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1000.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1001.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1002.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1003.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1004.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1005.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1006.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1007.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1008.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_1009.jpg,512,512
meningioma,F:\brain tumor detection\data\raw\primary\meningioma\meningioma_Tr-me_101.jpg,512,512
